#CHROM	START	STOP	FF	FM1	FM2
17	27000000	28000000	3|8	6|31	19|32
17	28000000	29000000	1|2	6|38	1|31
17	29000000	30000000	1|22	21|34	1|21
17	30000000	31000000	1|15	13|25	1|25
17	31000000	32000000	1|43	19|33	1|19
17	32000000	33000000	1|8	23|26	1|23
17	33000000	34000000	1|30	2|18	1|2
17	34000000	35000000	1|2	24|29	1|24
17	35000000	36000000	1|22	13|15	1|13
17	36000000	37000000	1|31	3|23	1|23
17	37000000	38000000	18|29	10|36	29|36
17	38000000	39000000	8|34	27|36	8|27
17	39000000	40000000	34|44	28|48	28|35
17	40000000	41000000	14|33	19|40	40|40
17	41000000	42000000	2|6	10|28	10|10
17	42000000	43000000	9|15	2|24	2|2
17	43000000	44000000	23|33	2|19	2|2
17	44000000	45000000	4|30	4|17	4|4
17	45000000	46000000	23|33	19|26	5|26
17	46000000	47000000	25|27	22|34	26|34
17	47000000	48000000	11|17	12|33	12|24
17	48000000	49000000	1|23	9|32	9|20
17	49000000	50000000	13|42	32|40	20|40
17	50000000	51000000	18|29	5|31	5|17
17	51000000	52000000	22|33	4|24	24|43
17	52000000	53000000	15|33	23|25	10|23
17	53000000	54000000	12|23	4|14	4|46
17	54000000	55000000	26|44	11|24	8|25
17	55000000	56000000	5|11	11|26	5|36
17	56000000	57000000	34|36	4|34	11|36
17	57000000	58000000	1|6	1|14	6|43
17	58000000	59000000	6|32	6|43	20|32
17	59000000	60000000	6|19	6|8	19|29
17	60000000	61000000	17|23	17|32	8|22
17	61000000	62000000	14|31	8|15	5|20
17	62000000	63000000	17|35	37|37	2|8
17	63000000	64000000	23|28	5|5	4|9
17	64000000	65000000	1|21	14|14	1|19
18	0	1000000	1|11	20|22	5|22
18	1000000	2000000	2|9	6|11	11|13
18	2000000	3000000	2|10	9|15	11|15
18	3000000	4000000	1|4	4|10	4|10
18	4000000	5000000	15|17	14|15	14|15
18	5000000	6000000	3|8	13|17	14|17
18	6000000	7000000	1|26	11|24	18|24
18	7000000	8000000	2|29	15|35	15|34
18	8000000	9000000	4|10	2|16	8|16
18	9000000	10000000	17|24	1|7	1|19
18	10000000	11000000	3|6	11|21	17|21
18	11000000	12000000	14|16	33|47	6|47
18	12000000	13000000	11|25	4|11	11|16
18	13000000	14000000	11|22	15|22	2|22
18	14000000	15000000	25|32	11|32	8|32
18	15000000	16000000	7|8	8|8	8|9
18	16000000	17000000	9|30	9|18	9|28
18	17000000	18000000	11|23	4|11	11|14
18	18000000	19000000	2|23	23|30	23|34
18	19000000	20000000	20|32	7|20	3|20
18	20000000	21000000	1|7	1|14	1|18
18	21000000	22000000	14|36	18|36	25|36
18	22000000	23000000	18|22	17|33	9|17
18	23000000	24000000	13|31	22|28	28|30
18	24000000	25000000	13|31	6|21	6|27
18	25000000	26000000	5|31	15|27	15|33
18	26000000	27000000	12|21	5|22	5|23
18	27000000	28000000	7|31	4|40	37|42
18	28000000	29000000	24|48	32|37	27|39
18	29000000	30000000	15|36	23|39	6|26
18	30000000	31000000	11|19	26|37	31|38
18	31000000	32000000	4|33	11|21	13|17
18	32000000	33000000	3|42	15|28	11|21
18	33000000	34000000	37|42	18|21	28|44
18	34000000	35000000	1|14	13|33	20|35
18	35000000	36000000	33|40	2|56	6|38
18	36000000	37000000	5|17	2|13	20|34
18	37000000	38000000	12|16	7|11	13|20
18	38000000	39000000	30|34	3|41	18|32
18	39000000	40000000	16|18	24|35	5|29
18	40000000	41000000	6|19	1|22	15|35
18	41000000	42000000	13|20	3|27	32|38
18	42000000	43000000	2|39	2|29	21|34
18	43000000	44000000	31|33	14|24	6|51
18	44000000	45000000	10|52	5|31	7|39
18	45000000	46000000	13|31	4|12	16|22
18	46000000	47000000	5|38	10|42	8|33
18	47000000	48000000	43|47	15|16	26|51
18	48000000	49000000	4|34	27|41	10|46
18	49000000	50000000	30|37	1|5	28|29
18	50000000	51000000	26|27	9|19	25|26
18	51000000	52000000	20|27	24|29	22|27
18	52000000	53000000	27|35	14|32	37|42
18	53000000	54000000	4|16	12|29	2|37
18	54000000	55000000	16|36	9|43	6|20
18	55000000	56000000	27|47	6|43	20|52
19	0	1000000	13|19	1|7	9|18
19	1000000	2000000	1|11	1|16	10|14
19	2000000	3000000	1|14	10|16	3|11
19	3000000	4000000	5|11	9|19	16|20
19	4000000	5000000	6|16	14|23	2|14
19	5000000	6000000	4|16	4|25	4|8
19	6000000	7000000	3|18	18|22	10|18
19	7000000	8000000	6|20	3|11	3|16
19	8000000	9000000	1|4	15|25	15|25
19	9000000	10000000	1|13	10|35	10|35
19	10000000	11000000	1|15	13|17	13|17
19	11000000	12000000	1|25	6|19	6|19
19	12000000	13000000	1|18	11|17	11|17
19	13000000	14000000	1|1	8|17	8|17
19	14000000	15000000	1|1	17|23	17|23
19	15000000	16000000	1|2	8|15	8|15
19	16000000	17000000	1|30	19|39	19|35
19	17000000	18000000	18|23	10|20	16|20
19	18000000	19000000	4|40	18|37	13|35
19	19000000	20000000	2|7	18|36	11|23
19	20000000	21000000	7|40	9|17	6|30
19	21000000	22000000	12|18	1|3	17|23
19	22000000	23000000	10|19	5|18	22|26
19	23000000	24000000	6|27	17|22	13|21
19	24000000	25000000	4|23	27|33	15|16
19	25000000	26000000	17|22	6|23	22|36
19	26000000	27000000	15|28	5|21	23|30
19	27000000	28000000	24|27	2|35	29|39
19	28000000	29000000	35|41	19|49	7|11
19	29000000	30000000	13|40	12|30	22|24
19	30000000	31000000	17|27	4|7	17|33
19	31000000	32000000	2|11	18|22	2|29
19	32000000	33000000	3|26	3|18	3|16
19	33000000	34000000	8|17	8|11	8|27
19	34000000	35000000	8|17	18|22	12|17
19	35000000	36000000	8|42	14|21	3|8
19	36000000	37000000	2|16	8|43	16|34
19	37000000	38000000	4|38	10|15	4|17
19	38000000	39000000	20|31	25|40	10|20
19	39000000	40000000	5|29	9|17	5|22
19	40000000	41000000	1|20	12|39	1|17
19	41000000	42000000	1|1	9|11	1|34
19	42000000	43000000	2|5	14|15	2|39
19	43000000	44000000	31|44	16|23	31|38
19	44000000	45000000	15|27	19|41	15|42
19	45000000	46000000	24|45	48|58	24|45
19	46000000	47000000	22|66	35|57	22|66
19	47000000	48000000	16|45	9|18	16|47
19	48000000	49000000	12|15	28|34	12|45
19	49000000	50000000	18|30	33|43	18|23
19	50000000	51000000	32|47	40|49	21|32
19	51000000	52000000	4|34	5|57	24|34
19	52000000	53000000	36|43	25|28	11|43
19	53000000	54000000	23|27	16|39	41|41
20	0	1000000	2|10	9|10	13|20
20	1000000	2000000	5|7	5|15	3|8
20	2000000	3000000	11|20	5|20	2|25
20	3000000	4000000	4|14	4|27	1|2
20	4000000	5000000	13|17	2|17	6|24
20	5000000	6000000	2|25	20|25	1|11
20	6000000	7000000	4|16	4|20	6|8
20	7000000	8000000	9|20	3|20	1|13
20	8000000	9000000	8|22	6|22	6|27
20	9000000	10000000	25|29	2|29	3|19
20	10000000	11000000	12|32	21|32	15|15
20	11000000	12000000	3|10	10|19	30|30
20	12000000	13000000	3|9	9|20	35|35
20	13000000	14000000	9|21	21|21	3|3
20	14000000	15000000	1|27	27|27	12|12
20	15000000	16000000	15|28	15|15	8|8
20	16000000	17000000	14|39	39|39	22|22
20	17000000	18000000	1|26	26|26	21|21
20	18000000	19000000	1|13	14|14	29|29
20	19000000	20000000	1|6	33|33	36|36
20	20000000	21000000	1|5	1|1	15|15
20	21000000	22000000	1|33	1|1	28|28
20	22000000	23000000	11|40	19|19	46|46
20	23000000	24000000	10|29	37|37	4|4
20	24000000	25000000	21|44	7|7	14|15
20	25000000	26000000	2|6	12|12	8|8
20	26000000	27000000	28|43	9|10	48|48
20	27000000	28000000	35|43	2|4	13|13
20	28000000	29000000	20|47	27|32	14|15
20	29000000	30000000	13|36	8|41	9|20
20	30000000	31000000	26|31	2|29	4|11
20	31000000	32000000	18|24	10|31	4|21
20	32000000	33000000	17|29	4|38	23|39
20	33000000	34000000	5|34	31|33	12|14
20	34000000	35000000	1|25	14|21	6|15
20	35000000	36000000	20|28	1|6	4|23
20	36000000	37000000	29|35	7|17	17|19
20	37000000	38000000	22|27	10|16	15|28
20	38000000	39000000	13|19	6|12	10|16
20	39000000	40000000	20|21	5|25	2|9
20	40000000	41000000	17|25	6|27	3|9
20	41000000	42000000	19|21	12|16	5|14
20	42000000	43000000	31|33	4|6	8|14
20	43000000	44000000	25|27	18|21	4|9
20	44000000	45000000	10|27	6|28	15|31
20	45000000	46000000	21|27	20|36	12|31
20	46000000	47000000	2|13	9|15	6|25
20	47000000	48000000	4|17	1|2	7|17
20	48000000	49000000	5|20	12|17	7|20
20	49000000	50000000	1|7	11|17	1|12
20	50000000	51000000	7|10	4|7	7|20
20	51000000	52000000	17|26	1|17	17|24
20	52000000	53000000	31|36	16|17	15|15
20	53000000	54000000	8|22	12|29	26|26
20	54000000	55000000	5|13	14|35	26|29
20	55000000	56000000	37|45	1|40	32|42
20	56000000	57000000	6|37	1|10	41|44
20	57000000	58000000	12|15	9|35	4|43
20	58000000	59000000	0|0	0|0	0|0
21	0	1000000	1|8	8|18	1|15
21	1000000	2000000	7|13	7|19	10|13
21	2000000	3000000	2|14	2|4	3|14
21	3000000	4000000	10|22	1|10	3|22
21	4000000	5000000	2|3	3|8	2|14
21	5000000	6000000	5|13	5|15	13|14
21	6000000	7000000	22|23	19|23	2|22
21	7000000	8000000	7|22	3|8	11|22
21	8000000	9000000	9|21	1|12	14|21
21	9000000	10000000	4|11	2|22	4|17
21	10000000	11000000	24|35	2|36	10|26
21	11000000	12000000	7|17	24|27	10|25
21	12000000	13000000	6|34	14|26	16|22
21	13000000	14000000	18|30	1|19	18|21
21	14000000	15000000	3|26	4|7	3|23
21	15000000	16000000	5|9	14|30	9|18
21	16000000	17000000	22|24	1|4	14|24
21	17000000	18000000	17|23	3|38	16|23
21	18000000	19000000	4|15	10|23	4|24
21	19000000	20000000	4|35	4|21	29|38
21	20000000	21000000	4|20	4|7	11|25
21	21000000	22000000	2|7	3|7	19|19
21	22000000	23000000	8|13	13|14	1|1
21	23000000	24000000	6|31	25|31	13|13
21	24000000	25000000	12|18	6|18	2|2
21	25000000	26000000	5|10	5|21	16|16
21	26000000	27000000	4|15	3|29	9|9
21	27000000	28000000	17|24	9|29	20|20
21	28000000	29000000	9|10	20|45	27|44
21	29000000	30000000	11|16	13|30	37|X
21	30000000	31000000	8|20	28|34	13|13
21	31000000	32000000	18|28	24|36	39|39
21	32000000	33000000	28|28	18|32	33|33
21	33000000	34000000	21|21	18|23	3|26
21	34000000	35000000	3|3	12|35	24|42
21	35000000	36000000	27|36	7|17	16|18
21	36000000	37000000	9|35	13|18	5|13
21	37000000	38000000	18|31	3|16	11|16
21	38000000	39000000	7|30	1|48	27|48
21	39000000	40000000	9|24	6|10	5|10
21	40000000	41000000	4|9	28|30	28|48
21	41000000	42000000	23|54	10|52	38|52
21	42000000	43000000	16|46	4|46	4|29
21	43000000	44000000	6|15	15|16	10|16
21	44000000	45000000	2|21	2|18	12|18
21	45000000	46000000	2|15	2|12	3|12
21	46000000	47000000	1|37	1|40	26|40
21	47000000	48000000	8|25	3|8	3|39
21	48000000	49000000	3|16	3|51	10|51
21	49000000	50000000	16|28	24|32	24|36
21	50000000	51000000	11|44	13|31	31|31
22	0	1000000	1|17	1|1	1|14
22	1000000	2000000	1|6	1|1	1|14
22	2000000	3000000	1|11	1|1	1|5
22	3000000	4000000	1|11	1|1	1|20
22	4000000	5000000	1|5	1|1	1|11
22	5000000	6000000	1|22	1|1	1|9
22	6000000	7000000	1|5	2|2	2|12
22	7000000	8000000	1|10	2|2	2|13
22	8000000	9000000	1|4	5|5	5|11
22	9000000	10000000	1|13	6|6	6|27
22	10000000	11000000	23|24	12|12	10|13
22	11000000	12000000	17|18	27|27	14|25
22	12000000	13000000	20|26	29|29	22|27
22	13000000	14000000	1|16	17|17	24|26
22	14000000	15000000	11|30	32|32	1|22
22	15000000	16000000	2|6	8|8	3|30
22	16000000	17000000	1|10	21|21	10|23
22	17000000	18000000	16|21	9|9	4|17
22	18000000	19000000	6|9	12|12	4|10
22	19000000	20000000	4|17	20|20	6|10
22	20000000	21000000	23|30	9|9	10|23
22	21000000	22000000	5|43	28|28	8|41
22	22000000	23000000	3|32	26|26	16|43
22	23000000	24000000	1|11	28|28	8|25
22	24000000	25000000	15|28	26|26	12|18
22	25000000	26000000	2|9	19|19	12|22
22	26000000	27000000	1|40	17|17	6|27
22	27000000	28000000	3|31	18|18	4|10
22	28000000	29000000	19|22	3|3	15|24
22	29000000	30000000	25|30	10|10	5|22
22	30000000	31000000	6|26	10|10	14|31
22	31000000	32000000	29|35	1|1	7|10
22	32000000	33000000	2|4	12|12	17|23
22	33000000	34000000	13|18	8|8	8|20
22	34000000	35000000	9|15	21|21	3|21
22	35000000	36000000	4|9	25|25	8|26
22	36000000	37000000	1|26	29|30	17|19
22	37000000	38000000	15|17	1|20	3|20
22	38000000	39000000	13|31	4|9	9|20
22	39000000	40000000	9|36	20|29	2|23
22	40000000	41000000	10|28	14|30	7|8
22	41000000	42000000	4|6	17|31	20|33
22	42000000	43000000	9|40	6|17	22|29
22	43000000	44000000	27|28	4|18	8|29
22	44000000	45000000	2|36	12|28	1|2
22	45000000	46000000	3|14	6|30	14|23
22	46000000	47000000	19|29	1|29	16|25
22	47000000	48000000	26|35	24|37	16|17
22	48000000	49000000	19|31	42|42	7|25
22	49000000	50000000	1|14	10|10	14|17
22	50000000	51000000	2|29	27|27	6|29
22	51000000	52000000	44|47	36|36	5|51
22	52000000	53000000	7|21	6|6	27|48
22	53000000	54000000	1|43	5|5	22|22
22	54000000	55000000	14|46	34|34	21|38
22	55000000	56000000	12|23	7|7	33|42
22	56000000	57000000	4|21	6|6	42|46
22	57000000	58000000	9|41	1|1	31|41
22	58000000	59000000	5|49	24|24	5|7
22	59000000	60000000	29|34	12|12	29|48
22	60000000	61000000	34|47	59|59	17|45
22	61000000	62000000	4|26	27|27	16|23
23	0	1000000	7|11	1|3	3|3
23	1000000	2000000	6|17	1|10	10|11
23	2000000	3000000	9|27	5|10	10|23
23	3000000	4000000	15|22	13|18	7|13
23	4000000	5000000	2|8	1|23	17|23
23	5000000	6000000	1|9	3|11	11|17
23	6000000	7000000	4|20	7|27	7|19
23	7000000	8000000	7|27	4|9	9|26
23	8000000	9000000	13|35	3|11	11|18
23	9000000	10000000	1|21	5|13	5|11
23	10000000	11000000	6|8	17|20	15|16
23	11000000	12000000	12|27	29|33	18|35
23	12000000	13000000	2|26	8|14	32|49
23	13000000	14000000	11|39	17|21	3|33
23	14000000	15000000	12|31	16|21	19|32
23	15000000	16000000	1|30	8|24	5|17
23	16000000	17000000	26|32	9|17	6|38
23	17000000	18000000	2|30	11|25	6|28
23	18000000	19000000	12|24	1|26	29|35
23	19000000	20000000	4|12	8|22	12|19
23	20000000	21000000	6|26	4|22	6|29
23	21000000	22000000	9|28	4|26	9|35
23	22000000	23000000	1|27	9|11	21|24
23	23000000	24000000	6|20	23|27	3|21
23	24000000	25000000	27|32	3|7	10|10
23	25000000	26000000	4|14	8|14	19|19
23	26000000	27000000	15|18	14|19	2|2
23	27000000	28000000	1|6	18|20	23|23
23	28000000	29000000	12|27	10|24	3|3
23	29000000	30000000	11|26	19|25	9|9
23	30000000	31000000	2|23	5|19	24|24
23	31000000	32000000	19|36	22|28	31|31
23	32000000	33000000	1|24	6|20	1|1
23	33000000	34000000	2|20	19|24	20|20
23	34000000	35000000	6|23	14|29	6|6
23	35000000	36000000	6|37	31|34	6|6
23	36000000	37000000	10|23	35|37	10|10
23	37000000	38000000	17|22	3|32	22|22
23	38000000	39000000	31|32	2|6	31|31
23	39000000	40000000	2|16	12|37	16|16
23	40000000	41000000	10|31	8|28	10|10
23	41000000	42000000	19|27	9|23	19|19
23	42000000	43000000	1|18	4|16	1|1
23	43000000	44000000	6|30	8|14	2|5
23	44000000	45000000	10|32	18|23	14|32
23	45000000	46000000	2|17	25|48	2|48
23	46000000	47000000	4|22	37|41	3|39
23	47000000	48000000	5|35	17|49	17|23
23	48000000	49000000	25|45	26|40	19|28
23	49000000	50000000	23|24	5|50	40|43
23	50000000	51000000	28|44	27|52	17|24
23	51000000	52000000	2|26	14|44	6|27
23	52000000	53000000	6|13	4|4	8|17
24	0	1000000	12|17	20|20	1|20
24	1000000	2000000	20|21	3|3	3|9
24	2000000	3000000	1|11	8|8	2|8
24	3000000	4000000	9|12	14|14	3|14
24	4000000	5000000	14|19	5|5	5|19
24	5000000	6000000	10|21	16|16	8|14
24	6000000	7000000	1|25	28|28	2|18
24	7000000	8000000	21|27	6|6	1|9
24	8000000	9000000	3|15	3|3	9|24
24	9000000	10000000	25|32	25|25	6|20
24	10000000	11000000	7|15	18|18	9|25
24	11000000	12000000	8|35	31|31	23|30
24	12000000	13000000	1|29	24|24	8|18
24	13000000	14000000	3|12	11|11	24|29
24	14000000	15000000	13|28	4|4	10|18
24	15000000	16000000	3|24	22|22	31|33
24	16000000	17000000	21|38	20|20	31|43
24	17000000	18000000	19|28	35|35	5|9
24	18000000	19000000	2|17	23|23	15|28
24	19000000	20000000	5|17	34|34	23|27
24	20000000	21000000	3|17	14|14	15|32
24	21000000	22000000	15|26	28|28	3|12
24	22000000	23000000	14|29	16|16	20|23
24	23000000	24000000	6|11	26|26	20|25
24	24000000	25000000	16|22	34|34	22|34
24	25000000	26000000	17|29	14|14	12|17
24	26000000	27000000	15|39	38|38	11|39
24	27000000	28000000	4|26	19|19	26|28
24	28000000	29000000	29|36	20|20	16|31
24	29000000	30000000	7|15	21|21	4|5
24	30000000	31000000	25|34	7|7	19|27
24	31000000	32000000	3|12	5|5	21|34
24	32000000	33000000	7|18	13|13	7|11
24	33000000	34000000	7|10	41|41	14|37
24	34000000	35000000	17|33	25|25	9|42
24	35000000	36000000	14|24	3|3	4|5
24	36000000	37000000	15|38	1|1	34|49
24	37000000	38000000	22|36	1|2	12|15
24	38000000	39000000	22|35	5|28	4|28
24	39000000	40000000	8|19	2|8	9|44
24	40000000	41000000	6|21	9|21	13|51
24	41000000	42000000	26|30	30|43	13|35
24	42000000	43000000	6|23	1|6	33|37
24	43000000	44000000	1|3	1|26	30|39
24	44000000	45000000	36|46	27|46	26|58
24	45000000	46000000	24|25	25|64	30|30
24	46000000	47000000	4|39	4|6	23|23
24	47000000	48000000	13|28	18|28	14|14
25	0	1000000	2|5	10|17	4|17
25	1000000	2000000	5|6	3|12	2|12
25	2000000	3000000	15|17	1|5	5|16
25	3000000	4000000	1|15	1|4	1|9
25	4000000	5000000	12|13	2|11	9|11
25	5000000	6000000	1|11	14|27	6|14
25	6000000	7000000	3|22	12|16	14|16
25	7000000	8000000	1|22	8|13	8|11
25	8000000	9000000	8|17	2|19	19|21
25	9000000	10000000	8|26	14|35	31|35
25	10000000	11000000	20|26	19|29	15|19
25	11000000	12000000	25|28	1|2	2|13
25	12000000	13000000	20|30	18|28	9|28
25	13000000	14000000	3|8	2|10	2|10
25	14000000	15000000	6|36	13|29	12|29
25	15000000	16000000	1|23	9|23	18|23
25	16000000	17000000	10|11	10|30	8|17
25	17000000	18000000	1|25	1|1	6|6
25	18000000	19000000	2|9	2|2	21|21
25	19000000	20000000	8|17	8|8	7|7
25	20000000	21000000	10|15	10|10	2|2
25	21000000	22000000	22|31	20|22	11|12
25	22000000	23000000	11|25	5|11	5|17
25	23000000	24000000	5|21	6|23	23|28
25	24000000	25000000	32|42	1|1	1|27
25	25000000	26000000	23|35	1|1	1|21
25	26000000	27000000	20|26	5|5	1|5
25	27000000	28000000	8|31	27|27	27|32
25	28000000	29000000	26|31	2|2	2|4
25	29000000	30000000	17|24	4|4	4|22
25	30000000	31000000	18|31	8|8	8|38
25	31000000	32000000	17|45	40|40	14|40
25	32000000	33000000	11|24	3|3	3|30
25	33000000	34000000	10|39	43|43	12|42
25	34000000	35000000	7|21	25|25	14|18
25	35000000	36000000	27|33	25|25	13|14
25	36000000	37000000	43|50	1|1	15|24
25	37000000	38000000	9|36	45|45	38|42
25	38000000	39000000	7|13	1|1	13|25
25	39000000	40000000	38|49	5|5	8|38
25	40000000	41000000	19|36	18|18	26|36
25	41000000	42000000	4|15	21|21	10|15
25	42000000	43000000	5|33	35|35	5|15
25	43000000	44000000	4|12	14|14	4|24
25	44000000	45000000	25|34	6|6	5|34
25	45000000	46000000	1|9	17|17	5|10
25	46000000	47000000	30|37	9|9	15|28
25	47000000	48000000	2|37	13|13	9|29
25	48000000	49000000	27|34	43|43	39|43
25	49000000	50000000	3|16	43|43	43|43
25	50000000	51000000	22|25	20|20	20|22
25	51000000	52000000	7|29	1|1	3|7
26	0	1000000	16|20	2|2	2|2
26	1000000	2000000	4|11	11|11	2|2
26	2000000	3000000	5|23	3|3	20|20
26	3000000	4000000	6|30	25|25	2|2
26	4000000	5000000	32|36	3|3	15|15
26	5000000	6000000	3|9	35|35	18|18
26	6000000	7000000	4|15	36|36	2|2
26	7000000	8000000	13|16	8|8	13|13
26	8000000	9000000	5|11	26|26	7|7
26	9000000	10000000	11|15	1|1	22|22
26	10000000	11000000	1|25	38|39	27|29
26	11000000	12000000	18|31	9|24	7|44
26	12000000	13000000	17|43	1|22	6|11
26	13000000	14000000	6|13	18|39	23|36
26	14000000	15000000	10|19	29|40	15|41
26	15000000	16000000	2|2	18|34	6|36
26	16000000	17000000	40|40	5|35	27|30
26	17000000	18000000	14|14	16|29	24|38
26	18000000	19000000	8|8	37|47	13|47
26	19000000	20000000	12|12	8|30	8|10
26	20000000	21000000	2|2	16|33	16|16
26	21000000	22000000	32|32	4|5	19|19
26	22000000	23000000	38|38	4|44	30|30
26	23000000	24000000	32|32	1|37	22|23
26	24000000	25000000	29|29	1|37	17|23
26	25000000	26000000	0|0	0|0	0|0
26	26000000	27000000	0|0	0|0	0|0
26	27000000	28000000	28|28	1|50	10|39
26	28000000	29000000	19|19	21|55	14|53
26	29000000	30000000	5|10	3|49	7|28
26	30000000	31000000	2|14	17|38	2|30
26	31000000	32000000	43|66	8|20	63|81
26	32000000	33000000	11|25	5|39	8|8
26	33000000	34000000	34|53	2|20	2|2
26	34000000	35000000	8|19	22|47	22|22
26	35000000	36000000	1|49	20|28	20|20
26	36000000	37000000	19|38	10|66	61|65
26	37000000	38000000	34|37	26|45	9|18
26	38000000	39000000	24|31	2|9	14|54
27	0	1000000	44|66	15|45	28|36
27	1000000	2000000	3|25	21|33	15|35
27	2000000	3000000	26|55	7|8	14|40
27	3000000	4000000	1|20	21|39	13|45
27	4000000	5000000	26|36	30|36	28|32
27	5000000	6000000	1|3	3|39	3|42
27	6000000	7000000	23|26	3|27	5|28
27	7000000	8000000	33|38	11|25	12|36
27	8000000	9000000	2|35	20|32	10|23
27	9000000	10000000	26|40	17|43	39|48
27	10000000	11000000	3|4	13|24	6|24
27	11000000	12000000	7|15	13|28	10|35
27	12000000	13000000	9|44	30|42	33|47
27	13000000	14000000	9|24	5|19	14|19
27	14000000	15000000	8|37	5|16	16|28
27	15000000	16000000	9|35	20|28	5|31
27	16000000	17000000	6|52	17|31	4|17
27	17000000	18000000	20|32	18|34	16|44
27	18000000	19000000	30|43	2|46	41|43
27	19000000	20000000	33|44	5|10	28|44
27	20000000	21000000	8|15	3|20	8|27
27	21000000	22000000	6|16	1|9	6|32
27	22000000	23000000	15|32	2|30	16|43
27	23000000	24000000	6|6	5|43	28|43
27	24000000	25000000	37|37	2|19	19|33
27	25000000	26000000	35|35	3|13	12|24
27	26000000	27000000	34|34	11|34	13|38
27	27000000	28000000	4|4	2|4	1|14
27	28000000	29000000	34|34	16|34	15|21
27	29000000	30000000	18|18	8|19	4|15
27	30000000	31000000	23|23	4|39	31|32
27	31000000	32000000	17|17	7|35	19|29
27	32000000	33000000	3|3	33|36	25|28
27	33000000	34000000	15|15	13|30	11|26
27	34000000	35000000	38|38	14|50	2|24
27	35000000	36000000	2|2	30|32	12|22
27	36000000	37000000	1|1	1|25	16|33
27	37000000	38000000	18|19	6|20	6|20
27	38000000	39000000	17|23	10|16	11|32
27	39000000	40000000	11|26	7|33	3|7
27	40000000	41000000	2|18	15|26	3|25
27	41000000	42000000	1|22	29|34	12|27
27	42000000	43000000	5|27	18|19	3|5
27	43000000	44000000	2|7	5|20	7|9
27	44000000	45000000	12|17	3|10	5|17
27	45000000	46000000	17|20	2|11	2|20
28	0	1000000	18|19	14|17	18|20
28	1000000	2000000	1|11	8|14	1|5
28	2000000	3000000	20|24	23|30	15|20
28	3000000	4000000	16|19	23|27	16|19
28	4000000	5000000	2|28	8|15	2|29
28	5000000	6000000	17|21	29|30	17|33
28	6000000	7000000	13|34	7|24	6|7
28	7000000	8000000	20|38	15|25	26|28
28	8000000	9000000	24|33	6|27	14|14
28	9000000	10000000	2|22	9|28	19|19
28	10000000	11000000	1|17	16|26	7|7
28	11000000	12000000	3|25	6|24	7|7
28	12000000	13000000	1|15	7|29	28|28
28	13000000	14000000	1|11	18|27	24|24
28	14000000	15000000	12|13	1|18	27|27
28	15000000	16000000	24|31	13|17	9|9
28	16000000	17000000	9|18	16|19	26|26
28	17000000	18000000	9|14	6|33	26|26
28	18000000	19000000	2|12	18|27	25|25
28	19000000	20000000	2|15	2|23	18|18
28	20000000	21000000	1|23	23|23	19|20
28	21000000	22000000	1|24	4|5	27|48
28	22000000	23000000	8|41	2|17	2|16
28	23000000	24000000	21|27	6|11	2|11
28	24000000	25000000	2|32	34|42	19|42
28	25000000	26000000	18|18	18|42	14|42
28	26000000	27000000	14|14	16|26	26|35
28	27000000	28000000	13|13	48|55	8|48
28	28000000	29000000	22|27	40|48	40|48
28	29000000	30000000	2|12	33|43	33|43
28	30000000	31000000	19|23	6|15	6|33
28	31000000	32000000	24|29	37|37	11|37
28	32000000	33000000	21|49	5|5	5|28
28	33000000	34000000	7|24	1|2	1|36
28	34000000	35000000	19|32	1|24	1|9
28	35000000	36000000	14|33	1|35	1|26
28	36000000	37000000	9|29	4|32	4|39
28	37000000	38000000	7|20	35|36	32|35
28	38000000	39000000	2|9	23|38	20|37
28	39000000	40000000	3|45	15|62	19|24
28	40000000	41000000	33|55	26|30	1|2
28	41000000	42000000	5|6	5|9	3|8
29	0	1000000	3|22	1|3	3|20
29	1000000	2000000	2|9	1|4	4|21
29	2000000	3000000	5|25	1|6	6|21
29	3000000	4000000	7|29	1|16	11|16
29	4000000	5000000	11|14	1|14	14|17
29	5000000	6000000	14|23	1|14	14|25
29	6000000	7000000	1|11	1|20	9|20
29	7000000	8000000	1|35	1|14	9|14
29	8000000	9000000	12|37	1|21	21|27
29	9000000	10000000	11|30	1|2	2|23
29	10000000	11000000	3|11	1|14	3|14
29	11000000	12000000	21|26	1|46	26|46
29	12000000	13000000	3|29	1|12	12|32
29	13000000	14000000	5|23	1|19	19|19
29	14000000	15000000	26|39	26|31	30|30
29	15000000	16000000	10|32	10|17	4|4
29	16000000	17000000	1|19	19|28	17|17
29	17000000	18000000	1|18	5|20	23|25
29	18000000	19000000	12|18	8|9	37|39
29	19000000	20000000	2|8	3|34	1|11
29	20000000	21000000	17|20	23|29	6|35
29	21000000	22000000	4|31	25|37	6|20
29	22000000	23000000	11|26	13|30	5|29
29	23000000	24000000	22|29	3|10	18|31
29	24000000	25000000	13|27	6|40	33|34
29	25000000	26000000	1|17	13|23	7|21
29	26000000	27000000	19|33	14|38	19|31
29	27000000	28000000	1|32	14|30	8|46
29	28000000	29000000	9|36	1|6	6|38
29	29000000	30000000	2|4	10|15	10|38
29	30000000	31000000	3|21	14|34	4|34
29	31000000	32000000	26|33	5|24	24|35
29	32000000	33000000	2|4	6|6	5|34
29	33000000	34000000	11|31	25|25	11|35
29	34000000	35000000	27|53	4|4	27|36
29	35000000	36000000	4|19	12|12	4|24
